epoch, 1
IH, 0.990254, HO, 1
-1<=w<-0.8 : , 0, 0, 4896
-0.8<=w<-0.6 : , 0, 0, 4723
-0.6<=w<-0.4 : , 0, 0, 2845
-0.4<=w<-0.2 : , 0, 0, 4903
-0.2<=w<0 : , 0, 0, 4169
0<=w<-0.2 : , 0, 0, 3591
0.2<=w<0.4 : , 0, 0, 4946
0.4<=w<0.6 : , 0, 0, 3326
0.6<=w<0.8 : , 0, 0, 4120
0.8<=w<=1 : , 0, 0, 3481
epoch, 2
IH, 0.991577, HO, 1
-1<=w<-0.8 : , 0, 0, 4140
-0.8<=w<-0.6 : , 0, 0, 4216
-0.6<=w<-0.4 : , 0, 0, 3525
-0.4<=w<-0.2 : , 0, 0, 5241
-0.2<=w<0 : , 0, 0, 4835
0<=w<-0.2 : , 0, 0, 4314
0.2<=w<0.4 : , 0, 0, 5386
0.4<=w<0.6 : , 0, 0, 3622
0.6<=w<0.8 : , 0, 0, 3284
0.8<=w<=1 : , 0, 0, 2437
epoch, 3
IH, 0.9949, HO, 1
-1<=w<-0.8 : , 0, 0, 3827
-0.8<=w<-0.6 : , 0, 0, 3944
-0.6<=w<-0.4 : , 0, 0, 3551
-0.4<=w<-0.2 : , 0, 0, 5341
-0.2<=w<0 : , 0, 0, 5543
0<=w<-0.2 : , 0, 0, 5196
0.2<=w<0.4 : , 0, 0, 5401
0.4<=w<0.6 : , 0, 0, 3312
0.6<=w<0.8 : , 0, 0, 2777
0.8<=w<=1 : , 0, 0, 2108
epoch, 4
IH, 0.994813, HO, 1
-1<=w<-0.8 : , 0, 0, 3682
-0.8<=w<-0.6 : , 0, 0, 3778
-0.6<=w<-0.4 : , 0, 0, 3475
-0.4<=w<-0.2 : , 0, 0, 5345
-0.2<=w<0 : , 0, 0, 5973
0<=w<-0.2 : , 0, 0, 5894
0.2<=w<0.4 : , 0, 0, 5264
0.4<=w<0.6 : , 0, 0, 3137
0.6<=w<0.8 : , 0, 0, 2548
0.8<=w<=1 : , 0, 0, 1904
epoch, 5
IH, 0.994407, HO, 1
-1<=w<-0.8 : , 0, 0, 3573
-0.8<=w<-0.6 : , 0, 0, 3661
-0.6<=w<-0.4 : , 0, 0, 3432
-0.4<=w<-0.2 : , 0, 0, 5394
-0.2<=w<0 : , 0, 0, 6355
0<=w<-0.2 : , 0, 0, 6293
0.2<=w<0.4 : , 0, 0, 5187
